Class,CompletedDate,Latitude,Longitude,Installer
Single family,2018-04-02,47.67030962,-122.26428861,PUGETSOUNDSOLAR
Single family,2014-01-06,47.59249487,-122.29468676,PUGETSOUNDSOLAR
Single family,2015-02-26,47.71946653,-122.28423768,ARTISAN ELECTRIC INC
Single family,2008-01-24,47.52664362,-122.32214062,NORTH CITY ELECTRIC
Single family,2010-05-16,47.63187373,-122.30961852,PUGETSOUNDSOLAR
Single family,2014-10-31,47.56358727,-122.29172614,PUGETSOUNDSOLAR
Single family,2014-05-15,47.62267705,-122.30322005,ARTISAN ELECTRIC INC
Single family,2016-02-10,47.66879482,-122.32404698,PUGETSOUNDSOLAR
Single family,2017-09-21,47.67690984,-122.27127549,PUGETSOUNDSOLAR
Single family,2013-05-31,47.56324927,-122.29296907,PUGETSOUNDSOLAR
Single family,2012-07-05,47.61749958,-122.29052044,EARL CHILDS
Single family,2016-03-07,47.66645631,-122.33122772,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2015-05-19,47.69460999,-122.37381851,ARTISAN ELECTRIC INC
Single family,2016-05-16,47.68164853,-122.35710899,PUGETSOUNDSOLAR
Single family,2017-08-25,47.6711733,-122.29533876,PUGETSOUNDSOLAR
Single family,2016-07-12,47.6500476,-122.33487244,PUGETSOUNDSOLAR
Single family,2016-03-24,47.66107474,-122.28040192,PUGETSOUNDSOLAR
Single family,2017-06-14,47.54637792,-122.26892579,PUGETSOUNDSOLAR
Single family,2015-06-01,47.73218076,-122.33328439,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-10-06,47.65816368,-122.33426878,PUGETSOUNDSOLAR
Single family,2013-05-02,47.68562589,-122.30385676,A&R SOLAR
Single family,2013-10-21,47.68710974,-122.36417369,ARTISAN ELECTRIC INC
Single family,2012-01-13,47.6955975,-122.40109834,PUGETSOUNDSOLAR
Multifamily,2018-01-31,47.65907469,-122.31952638,STS REMODELING INC
Single family,2017-11-29,47.56760045,-122.31567375,PRO-STAT ELECTRIC
Single family,2015-06-19,47.64007887,-122.3080146,UPRIGHT ELECTRICAL SERVICES
Single family,2013-09-06,47.65086916,-122.34522063,PUGETSOUNDSOLAR
Single family,2014-08-19,47.72623611,-122.3338299,PUGETSOUNDSOLAR
Single family,2013-09-27,47.62786908,-122.29851025,QUEEN ANNE ELECTRIC LLC
Single family,2016-10-20,47.62785267,-122.30831484,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-02-21,47.65951645,-122.33419616,ARTISAN ELECTRIC INC
Single family,2012-05-30,47.55852789,-122.27866282,PUGETSOUNDSOLAR
Single family,2015-07-10,47.68460188,-122.27340142,PUGETSOUNDSOLAR
Single family,2014-03-10,47.61714922,-122.28844461,PUGETSOUNDSOLAR
Single family,2013-08-30,47.66445601,-122.33865973,PUGETSOUNDSOLAR
Single family,2012-05-10,47.6784415,-122.29768416,77 ELECTRICAL SERVICES
Single family,2013-12-18,47.62326372,-122.29852534,ARTISAN ELECTRIC INC
Single family,2015-04-08,47.49994158,-122.37894926,PUGETSOUNDSOLAR
Single family,2015-01-07,47.57326892,-122.31179576,PUGETSOUNDSOLAR
Single family,2014-03-26,47.55908185,-122.28793233,ARTISAN ELECTRIC INC
Single family,2014-02-03,47.62402081,-122.29686515,NA
Single family,2009-07-10,47.68422479,-122.34182649,PEAK ELECTRIC INC
Single family,2014-05-22,47.57011973,-122.2859011,PUGETSOUNDSOLAR
Single family,2017-03-29,47.5608794,-122.28913275,"ECOTECH ENERGY SYSTEMS, LLC"
Single family,2015-02-04,47.5263539,-122.37991104,PUGETSOUNDSOLAR
Single family,2017-10-10,47.55718543,-122.38311552,PUGETSOUNDSOLAR
Single family,2013-12-10,47.53853073,-122.38978287,WEST SEATTLE ELECTRIC & SOLAR
Single family,2010-08-30,47.62167132,-122.31490646,PUGETSOUNDSOLAR
Single family,2013-07-10,47.6697528,-122.3556938,PUGETSOUNDSOLAR
Single family,2012-12-22,47.69232915,-122.39000927,PUGETSOUNDSOLAR
Single family,2013-10-02,47.65786497,-122.2761444,PUGETSOUNDSOLAR
Single family,2012-06-29,47.64683519,-122.32673939,A&R SOLAR
Single family,2009-06-02,47.61703966,-122.28032877,PUGETSOUNDSOLAR
Single family,2013-08-27,47.57568079,-122.40768281,RAINIER INDUSTRIES LTD.
Single family,2017-05-16,47.66461379,-122.35788746,PUGETSOUNDSOLAR
Multifamily,2014-05-02,47.6191137,-122.31718897,SUNERGY SYSTEMS INC.
Single family,2016-02-19,47.55954476,-122.28953759,ALT ELECTRIC LLC
Single family,2015-03-25,47.53136531,-122.34133723,ARTISAN ELECTRIC INC
Single family,2015-06-01,47.57779021,-122.38766678,PUGETSOUNDSOLAR
Single family,2015-11-17,47.67506599,-122.28118864,PUGETSOUNDSOLAR
Single family,2015-11-02,47.64219262,-122.30353673,GALAXY ELECTRIC & SOLAR LLC
Single family,2014-04-15,47.63281397,-122.36404066,PUGETSOUNDSOLAR
Single family,2015-12-16,47.62148079,-122.31508443,PUGETSOUNDSOLAR
Single family,2013-03-06,47.6932853,-122.35911821,PUGETSOUNDSOLAR
Single family,2015-03-06,47.68845703,-122.39335117,EARL CHILDS
Single family,2013-10-15,47.64046852,-122.31872308,PUGETSOUNDSOLAR
Single family,2014-07-18,47.6780825,-122.30849091,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2013-09-04,47.63113066,-122.27774968,PUGETSOUNDSOLAR
Single family,2013-10-11,47.55587363,-122.27997286,PUGETSOUNDSOLAR
Single family,2017-04-26,47.54936707,-122.30822889,SOLTERRA GLOBAL LLC
Single family,2015-05-12,47.53554284,-122.39009165,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-05-13,47.63029422,-122.28307948,PUGETSOUNDSOLAR
Single family,2014-04-17,47.62755125,-122.30015476,PUGETSOUNDSOLAR
Single family,2009-01-30,47.52450306,-122.2607358,NORTHWEST MECHANICAL INC
Single family,2013-01-30,47.68307988,-122.35931623,EARL CHILDS
Single family,2013-08-05,47.66558189,-122.35800062,PUGETSOUNDSOLAR
Single family,2012-05-29,47.56236697,-122.39055767,ARTISAN ELECTRIC INC
Single family,2014-05-08,47.6784438,-122.35887073,WESTERN SOLAR
Single family,2014-06-02,47.57042887,-122.28530044,ARTISAN ELECTRIC INC
Single family,2016-10-10,47.72742345,-122.33045986,NA
Single family,2017-09-25,47.69198093,-122.3108826,PUGETSOUNDSOLAR
Single family,2012-08-02,47.54017839,-122.3916366,ARTISAN ELECTRIC INC
Single family,2014-09-18,47.54534453,-122.38022187,EARL CHILDS
Single family,2014-03-04,47.62358861,-122.28981295,ARTISAN ELECTRIC INC
Single family,2014-10-29,47.57520864,-122.39233752,PUGETSOUNDSOLAR
Single family,2017-12-19,47.67971279,-122.28257157,PUGETSOUNDSOLAR
Single family,2011-08-22,47.64481868,-122.36251125,HARPER ELECTRIC INCORPORATED
Single family,2012-06-13,47.70860414,-122.3769334,PUGETSOUNDSOLAR
Single family,2013-08-30,47.68297725,-122.36095593,PUGETSOUNDSOLAR
Single family,2015-08-10,47.67146263,-122.28836838,PUGETSOUNDSOLAR
Single family,2017-12-13,47.55522556,-122.3068399,PUGETSOUNDSOLAR
Single family,2013-12-10,47.62099075,-122.30176969,ARTISAN ELECTRIC INC
Single family,2015-06-30,47.56339158,-122.29167318,PUGETSOUNDSOLAR
Single family,2014-12-09,47.57201104,-122.40111103,WESTERN SOLAR
Single family,2013-05-22,47.66320727,-122.29163544,EARL CHILDS
Single family,2014-09-02,47.69323683,-122.2717934,PUGETSOUNDSOLAR
Single family,2013-05-15,47.69704357,-122.38728425,PUGETSOUNDSOLAR
Single family,2014-10-09,47.68091449,-122.38797799,A&R SOLAR
Single family,2017-05-12,47.68410965,-122.30699157,PRO-STAT ELECTRIC
Single family,2013-12-11,47.69371416,-122.36089768,PUGETSOUNDSOLAR
Single family,2016-04-28,47.69646957,-122.40061862,PUGETSOUNDSOLAR
Single family,2016-08-08,47.65551167,-122.3877217,PUGETSOUNDSOLAR
Single family,2013-08-26,47.68521233,-122.37514918,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-03-20,47.55806116,-122.2959745,PUGETSOUNDSOLAR
Single family,2014-12-22,47.56356936,-122.29194914,PUGETSOUNDSOLAR
Multifamily,2017-12-07,47.55702433,-122.36045159,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-01-30,47.55928383,-122.26478165,PUGETSOUNDSOLAR
Single family,2005-07-19,47.67138632,-122.28246146,E & F ELECTRIC INCORPORATED
Single family,2016-02-19,47.6654915,-122.32658088,TUGHAN ELECTRIC INC
Single family,2006-05-24,47.66926193,-122.28661736,AMC ELECTRIC
Single family,2015-03-31,47.53351288,-122.38685399,PUGETSOUNDSOLAR
Multifamily,2015-05-05,47.65234451,-122.34620783,A&R SOLAR
Single family,2017-09-14,47.56824351,-122.2742807,PUGETSOUNDSOLAR
Single family,2015-12-16,47.56274061,-122.28833364,PUGETSOUNDSOLAR
Single family,2015-09-16,47.71277265,-122.28094135,PUGETSOUNDSOLAR
Single family,2017-11-07,47.68139197,-122.27785389,PUGETSOUNDSOLAR
Single family,2014-04-23,47.65987998,-122.33227772,EARL CHILDS
Single family,2017-06-12,47.67572296,-122.36049162,"SMART ENERGY TODAY, INC"
Single family,2014-10-23,47.7007628,-122.35777741,PUGETSOUNDSOLAR
Single family,2014-06-09,47.63049509,-122.30833119,ARTISAN ELECTRIC INC
Single family,2015-07-07,47.65882778,-122.34104041,WESTERN SOLAR
Single family,2012-12-24,47.52499925,-122.37628314,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-11-25,47.6192755,-122.28732418,PUGETSOUNDSOLAR
Single family,2017-11-22,47.61123062,-122.2875318,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-06-29,47.5709026,-122.39809702,PUGETSOUNDSOLAR
Single family,2013-09-18,47.65150241,-122.33070721,PUGETSOUNDSOLAR
Single family,2016-12-30,47.61701734,-122.2969914,B B ELECTRIC
Single family,2013-03-21,47.54234158,-122.39672608,PUGETSOUNDSOLAR
Single family,2014-12-30,47.5272494,-122.3893571,ARTISAN ELECTRIC INC
Single family,2013-11-13,47.5076422,-122.25209545,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-12-27,47.56483179,-122.3170176,PUGETSOUNDSOLAR
Single family,2015-11-04,47.54788262,-122.2585323,SUNERGY SYSTEMS INC.
Single family,2014-08-04,47.66698081,-122.32481856,A&R SOLAR
Single family,2013-05-29,47.65252618,-122.33921121,PUGETSOUNDSOLAR
Single family,2011-05-18,47.59504648,-122.28739766,JMS ELECTRIC LLC
Single family,2014-10-31,47.61086262,-122.31444136,ARTISAN ELECTRIC INC
Single family,2012-11-21,47.6595179,-122.33772795,PUGETSOUNDSOLAR
Single family,2015-03-31,47.67281308,-122.38102397,PUGETSOUNDSOLAR
Single family,2014-03-24,47.54632352,-122.27170349,PUGETSOUNDSOLAR
Multifamily,2007-11-09,47.54810635,-122.37238021,SUNDANCE ENERGY SERVICES INC
Single family,2012-01-25,47.67745685,-122.28793076,PUGETSOUNDSOLAR
Single family,2013-06-24,47.6608042,-122.32595428,PUGETSOUNDSOLAR
Single family,2014-05-02,47.57679319,-122.30651736,ARTISAN ELECTRIC INC
Single family,2015-02-11,47.57582233,-122.38406199,PUGETSOUNDSOLAR
Single family,2016-03-10,47.66590216,-122.36913081,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2015-07-30,47.60395216,-122.29133621,PUGETSOUNDSOLAR
Single family,2014-10-20,47.6294829,-122.2788051,PUGETSOUNDSOLAR
Single family,2013-06-10,47.6977316,-122.38177356,QUALITY ELECTRIC PLUS LLC
Single family,2015-01-20,47.54039131,-122.35684209,ARTISAN ELECTRIC INC
Single family,2015-02-12,47.54775374,-122.26076994,ARTISAN ELECTRIC INC
Single family,2012-05-15,47.65534899,-122.27504491,RAINIER INDUSTRIES LTD.
Single family,2011-03-04,47.69086665,-122.38600398,PUGETSOUNDSOLAR
Single family,2017-09-08,47.57568976,-122.40978139,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-09-25,47.50953616,-122.25628527,WESTERN SOLAR
Single family,2015-06-18,47.67292912,-122.38096737,PUGETSOUNDSOLAR
Single family,2013-02-27,47.71799162,-122.36055815,ARTISAN ELECTRIC INC
Single family,2013-03-13,47.56316284,-122.29226419,PUGETSOUNDSOLAR
Single family,2016-04-18,47.57515864,-122.40725652,PUGETSOUNDSOLAR
Single family,2013-07-18,47.56318579,-122.29287819,PUGETSOUNDSOLAR
Single family,2006-04-27,47.52459963,-122.38938612,E & F ELECTRIC INCORPORATED
Single family,2014-01-17,47.60697503,-122.2907742,EARL CHILDS
Single family,2013-07-29,47.68205156,-122.37865436,PUGETSOUNDSOLAR
Single family,2014-07-18,47.52580547,-122.37632554,PUGETSOUNDSOLAR
Single family,2017-04-06,47.6985703,-122.28687992,PUGETSOUNDSOLAR
Single family,2014-10-02,47.56719361,-122.38915013,PUGETSOUNDSOLAR
Single family,2016-03-23,47.56680359,-122.38448005,PUGETSOUNDSOLAR
Single family,2012-05-02,47.66907996,-122.29650741,A&R SOLAR
Single family,2012-12-11,47.65803053,-122.35811659,EARL CHILDS
Single family,2017-07-10,47.62213883,-122.29026925,EARL CHILDS
Single family,2016-02-12,47.55954083,-122.28931874,PUGETSOUNDSOLAR
Single family,2017-11-20,47.56313475,-122.39185347,PUGETSOUNDSOLAR
Single family,2013-05-23,47.56310273,-122.29285194,PUGETSOUNDSOLAR
Single family,2013-10-16,47.68427877,-122.36701298,ARTISAN ELECTRIC INC
Single family,2013-06-26,47.65665926,-122.33794882,PUGETSOUNDSOLAR
Single family,2013-12-26,47.57252561,-122.31224573,EARL CHILDS
Single family,2013-12-12,47.5398872,-122.26492708,ARTISAN ELECTRIC INC
Single family,2017-11-22,47.69135318,-122.33544528,PUGETSOUNDSOLAR
Single family,2016-06-10,47.61978909,-122.29258167,PUGETSOUNDSOLAR
Single family,2015-12-16,47.56274061,-122.28833364,PUGETSOUNDSOLAR
Single family,2017-04-14,47.68810298,-122.37440992,AUTOMATED EQUIPMENT COMPANY
Multifamily,2010-08-25,47.62168205,-122.31509228,PUGETSOUNDSOLAR
Single family,2014-01-10,47.56713403,-122.28481682,PUGETSOUNDSOLAR
Single family,2014-02-24,47.55885143,-122.40264306,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2014-12-05,47.52629903,-122.35962261,ARTISAN ELECTRIC INC
Single family,2014-11-24,47.50099437,-122.38051234,ARTISAN ELECTRIC INC
Single family,2012-02-28,47.65579236,-122.3288548,PUGETSOUNDSOLAR
Single family,2015-01-22,47.55833257,-122.38399683,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-07-30,47.60630361,-122.29819851,ARTISAN ELECTRIC INC
Single family,2017-10-03,47.65730238,-122.33480034,PUGETSOUNDSOLAR
Single family,2014-04-22,47.58820596,-122.2883689,PUGETSOUNDSOLAR
Single family,2014-01-29,47.62459088,-122.3018019,PUGETSOUNDSOLAR
Single family,2016-02-12,47.55959907,-122.28930416,PUGETSOUNDSOLAR
Single family,2015-04-27,47.66717738,-122.35768722,PUGETSOUNDSOLAR
Single family,2013-08-14,47.69918589,-122.36447167,PUGETSOUNDSOLAR
Single family,2014-06-18,47.53373121,-122.28324132,ARTISAN ELECTRIC INC
Single family,2014-08-14,47.57636715,-122.29008633,ARTISAN ELECTRIC INC
Single family,2013-09-13,47.71764818,-122.36988537,PUGETSOUNDSOLAR
Single family,2015-03-26,47.5596534,-122.26498212,PUGETSOUNDSOLAR
Single family,2017-10-05,47.57481626,-122.2856501,PUGETSOUNDSOLAR
Single family,2017-01-02,47.67022166,-122.40960832,EARL CHILDS
Single family,2011-10-04,47.56199177,-122.29201605,PUGETSOUNDSOLAR
Single family,2011-10-27,47.63854165,-122.34300662,A&R SOLAR
Single family,2010-09-01,47.65724551,-122.3933737,PUGETSOUNDSOLAR
Single family,2013-07-03,47.67905669,-122.27468621,PUGETSOUNDSOLAR
Single family,2012-10-09,47.59547692,-122.31179873,PUGETSOUNDSOLAR
Single family,2015-09-28,47.67822566,-122.31505878,MBE ELECTRIC LLC
Single family,2010-12-15,47.68022319,-122.3074961,PUGETSOUNDSOLAR
Single family,2015-10-01,47.56181986,-122.31899299,PUGETSOUNDSOLAR
Single family,2011-08-03,47.64063023,-122.35596494,SUNERGY SYSTEMS INC.
Single family,2016-12-15,47.5371343,-122.3507293,PRO-STAT ELECTRIC
Single family,2017-10-17,47.5710319,-122.29882837,SOLTERRA GLOBAL LLC
Single family,2014-03-10,47.68285247,-122.2752892,GALAXY ELECTRIC & SOLAR LLC
Single family,2013-07-30,47.56305975,-122.29267081,PUGETSOUNDSOLAR
Single family,2014-09-26,47.58361826,-122.38479152,PUGETSOUNDSOLAR
Single family,2015-11-17,47.55887805,-122.38381266,WEST SEATTLE ELECTRIC & SOLAR
Single family,2012-08-22,47.56255759,-122.29219313,PUGETSOUNDSOLAR
Multifamily,2018-03-05,47.62327913,-122.33246072,BRINK ELECTRIC LLC
Single family,2014-03-24,47.61077813,-122.29787319,PUGETSOUNDSOLAR
Single family,2013-03-01,47.7071831,-122.35111856,PUGETSOUNDSOLAR
Single family,2014-08-26,47.67878347,-122.27132778,PUGETSOUNDSOLAR
Single family,2013-01-07,47.72934767,-122.32978297,D C ELECTRIC INC
Single family,2005-09-28,47.66751504,-122.36023503,NA
Single family,2017-11-29,47.72975182,-122.33530273,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2014-11-26,47.51264043,-122.3841005,ARTISAN ELECTRIC INC
Single family,2013-03-14,47.67912088,-122.26724169,PUGETSOUNDSOLAR
Single family,2018-05-17,47.70140059,-122.31074983,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2013-09-11,47.68349878,-122.34226219,PUGETSOUNDSOLAR
Single family,2015-07-24,47.71655136,-122.28051657,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-03-12,47.54612448,-122.3594086,PUGETSOUNDSOLAR
Single family,2016-06-29,47.67836251,-122.2719915,PUGETSOUNDSOLAR
Single family,2013-12-18,47.6548541,-122.33479624,PUGETSOUNDSOLAR
Single family,2014-09-04,47.50649564,-122.26339307,ARTISAN ELECTRIC INC
Single family,2013-05-08,47.67904281,-122.3566506,PUGETSOUNDSOLAR
Single family,2015-11-06,47.68959116,-122.35018292,PUGETSOUNDSOLAR
Single family,2017-03-22,47.51831488,-122.33874841,SOLX CORP
Single family,2015-08-19,47.56996067,-122.28255261,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2015-12-18,47.56191675,-122.28791413,PUGETSOUNDSOLAR
Single family,2008-08-15,47.65973907,-122.32995493,PUGETSOUNDSOLAR
Single family,2015-02-24,47.54579317,-122.31978372,ARTISAN ELECTRIC INC
Single family,2014-08-18,47.56407297,-122.36189682,ARTISAN ELECTRIC INC
Single family,2016-12-14,47.71088186,-122.30413522,BOLEY ELECTRIC INCORPORATED
Single family,2010-09-17,47.65638297,-122.35369873,PUGETSOUNDSOLAR
Single family,2013-08-08,47.67320722,-122.40010301,PUGETSOUNDSOLAR
Single family,2015-10-07,47.58662576,-122.39144146,ARTISAN ELECTRIC INC
Single family,2014-05-29,47.58730876,-122.29339287,ARTISAN ELECTRIC INC
Single family,2014-06-11,47.64464464,-122.36191513,SUNERGY SYSTEMS INC.
Single family,2010-03-25,47.55552454,-122.38468952,PUGETSOUNDSOLAR
Single family,2017-09-18,47.57334198,-122.380053,PUGETSOUNDSOLAR
Single family,2013-02-01,47.57831598,-122.30575014,EARL CHILDS
Single family,2017-12-22,47.53542592,-122.34591824,A&R SOLAR
Single family,2016-11-22,47.54519844,-122.37944589,PUGETSOUNDSOLAR
Single family,2015-02-04,47.51260218,-122.37591917,ARTISAN ELECTRIC INC
Single family,2013-09-06,47.68707275,-122.31787814,EARL CHILDS
Single family,2015-09-23,47.72991359,-122.3089722,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-02-27,47.57162393,-122.39586929,CURRENT FLO ELECTRIC LLC
Single family,2017-07-13,47.61187504,-122.30401938,PUGETSOUNDSOLAR
Single family,2015-03-19,47.64475784,-122.36305438,EARL CHILDS
Single family,2013-10-24,47.65652369,-122.27125924,PUGETSOUNDSOLAR
Single family,2014-03-14,47.62225131,-122.2957917,PUGETSOUNDSOLAR
Multifamily,2015-02-12,47.54426021,-122.36746378,ARTISAN ELECTRIC INC
Single family,2013-11-15,47.58421512,-122.29483413,PUGETSOUNDSOLAR
Single family,2015-04-15,47.69814424,-122.36178638,PUGETSOUNDSOLAR
Single family,2017-12-14,47.72574254,-122.30431095,PUGETSOUNDSOLAR
Single family,2011-10-04,47.56198547,-122.29185763,PUGETSOUNDSOLAR
Single family,2013-09-11,47.68792289,-122.3911893,EARL CHILDS
Single family,2015-11-30,47.53026023,-122.3558681,PUGETSOUNDSOLAR
Single family,2016-03-07,47.55941368,-122.28900682,PUGETSOUNDSOLAR
Single family,2015-01-05,47.67629367,-122.40386081,PUGETSOUNDSOLAR
Single family,2005-11-10,47.66775249,-122.35873212,E & F ELECTRIC INCORPORATED
Single family,2018-01-24,47.6408118,-122.32104648,"SMART ENERGY TODAY, INC"
Single family,2014-02-27,47.69038902,-122.38139891,EARL CHILDS
Single family,2014-02-14,47.56102702,-122.39465683,SUNERGY SYSTEMS INC.
Single family,2013-11-07,47.57981551,-122.30678179,ARTISAN ELECTRIC INC
Single family,2016-04-27,47.55970825,-122.28881973,ALT ELECTRIC LLC
Single family,2014-07-24,47.67301954,-122.29991172,EARL CHILDS
Single family,2014-10-21,47.52547594,-122.32704403,ARTISAN ELECTRIC INC
Single family,2013-10-14,47.67062192,-122.32434452,EARL CHILDS
Single family,2010-05-27,47.68549176,-122.32730844,PUGETSOUNDSOLAR
Single family,2018-01-02,47.67691928,-122.26693355,PUGETSOUNDSOLAR
Single family,2014-09-25,47.57375578,-122.4098183,ARTISAN ELECTRIC INC
Single family,2017-09-25,47.68756175,-122.37440725,AUTOMATED EQUIPMENT COMPANY
Single family,2012-06-08,47.52848318,-122.3628897,PUGETSOUNDSOLAR
Single family,2014-07-31,47.62655517,-122.28268829,ARTISAN ELECTRIC INC
Single family,2012-02-08,47.64109195,-122.41481878,PUGETSOUNDSOLAR
Single family,2015-12-16,47.57162797,-122.40866798,PUGETSOUNDSOLAR
Single family,2015-05-05,47.67116406,-122.2965686,PUGETSOUNDSOLAR
Single family,2015-06-17,47.63639606,-122.36061821,"SMART ENERGY TODAY, INC"
Single family,2017-11-30,47.66771028,-122.32669643,PUGETSOUNDSOLAR
Single family,2017-10-25,47.61611509,-122.30212423,NORTHWEST ELECTRIC & SOLAR LLC
Single family,2013-05-22,47.6710983,-122.33941552,EARL CHILDS
Single family,2014-06-17,47.65208067,-122.27988528,ARTISAN ELECTRIC INC
Single family,2014-08-29,47.56880038,-122.35978606,NEIL KELLY CO
Single family,2017-06-21,47.55844943,-122.26477423,PUGETSOUNDSOLAR
Single family,2009-01-06,47.71807328,-122.28561948,PUGETSOUNDSOLAR
Single family,2014-06-03,47.61098968,-122.29415698,EARL CHILDS
Single family,2008-10-02,47.65575296,-122.33075192,PUGETSOUNDSOLAR
Single family,2015-10-30,47.53204062,-122.35249888,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-12-17,47.58595572,-122.31234178,ARTISAN ELECTRIC INC
Single family,2011-05-04,47.65396491,-122.33291701,PUGETSOUNDSOLAR
Single family,2013-07-17,47.67063009,-122.40137924,PUGETSOUNDSOLAR
Single family,2017-08-17,47.62208705,-122.30437139,PUGETSOUNDSOLAR
Single family,2017-05-23,47.67371202,-122.40056919,PUGETSOUNDSOLAR
Single family,2015-12-29,47.522442,-122.38178182,WEST SEATTLE ELECTRIC & SOLAR
Single family,2006-03-31,47.67020588,-122.40217173,E & F ELECTRIC INCORPORATED
Single family,2015-09-29,47.68971904,-122.28460813,PUGETSOUNDSOLAR
Single family,2016-09-27,47.57666717,-122.39176754,PUGETSOUNDSOLAR
Single family,2013-12-27,47.55636746,-122.27182956,ARTISAN ELECTRIC INC
Single family,2014-12-08,47.52267422,-122.37298535,PUGETSOUNDSOLAR
Single family,2015-05-20,47.71971289,-122.32773752,PUGETSOUNDSOLAR
Single family,2013-12-30,47.678484159999996,-122.36737239,EARL CHILDS
Single family,2009-02-02,47.57433357,-122.37638407,NORTHWEST MECHANICAL INC
Single family,2006-06-16,47.58366202,-122.38428807,E & F ELECTRIC INCORPORATED
Single family,2015-04-27,47.67467002,-122.306821,PUGETSOUNDSOLAR
Single family,2012-01-25,47.64919759,-122.40257776,PUGETSOUNDSOLAR
Single family,2016-07-27,47.52613577,-122.3527625,KINTER ELECTRIC INC
Single family,2015-09-17,47.59269592,-122.29368992,PUGETSOUNDSOLAR
Single family,2015-04-08,47.52991551,-122.37366657,ARTISAN ELECTRIC INC
Single family,2016-06-28,47.61820544,-122.32706729,PUGETSOUNDSOLAR
Single family,2014-02-20,47.58091588,-122.30505274,CURRENT FLO ELECTRIC LLC
Single family,2014-09-30,47.69422568,-122.31807986,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-09-08,47.67195678,-122.35232258,SOLX CORP
Single family,2010-06-25,47.68425067,-122.35719344,NORTHWEST MECHANICAL INC
Single family,2016-02-09,47.6729408,-122.37960128,PUGETSOUNDSOLAR
Single family,2018-02-07,47.68090806,-122.35973845,PUGETSOUNDSOLAR
Single family,2017-04-03,47.57177119,-122.38170424,EARL CHILDS
Single family,2012-11-15,47.67071244,-122.33623032,PUGETSOUNDSOLAR
Single family,2015-01-13,47.56565655,-122.27984658,ARTISAN ELECTRIC INC
Single family,2014-04-09,47.55854023,-122.27673072,ARTISAN ELECTRIC INC
Single family,2013-11-21,47.52902262,-122.2643267,BANNER ELECTRIC INC
Single family,2013-09-12,47.69370314,-122.35692616,ARTISAN ELECTRIC INC
Single family,2014-12-11,47.668184,-122.36035963,PUGETSOUNDSOLAR
Single family,2010-08-30,47.64751475,-122.31680077,PUGETSOUNDSOLAR
Single family,2013-06-11,47.674913599999996,-122.27421049,PUGETSOUNDSOLAR
Single family,2017-09-26,47.52580547,-122.37632554,PUGETSOUNDSOLAR
Single family,2015-08-06,47.674183910000004,-122.40179068,PUGETSOUNDSOLAR
Single family,2017-08-18,47.52382602,-122.26091602,JMS ELECTRIC LLC
Single family,2014-08-28,47.5511901,-122.39472275,ARTISAN ELECTRIC INC
Single family,2013-09-23,47.66692715,-122.33612762,PUGETSOUNDSOLAR
Single family,2011-04-28,47.70611565,-122.35976256,PUGETSOUNDSOLAR
Single family,2012-03-28,47.68020106,-122.3637191,PUGETSOUNDSOLAR
Single family,2015-04-09,47.64420774,-122.39130438,PUGETSOUNDSOLAR
Single family,2013-09-16,47.55704855,-122.37588131,SUNERGY SYSTEMS INC.
Single family,2016-03-07,47.55941368,-122.28900682,PUGETSOUNDSOLAR
Single family,2007-08-13,47.59365468,-122.299321,NORTH CITY ELECTRIC
Single family,2015-04-07,47.69715076,-122.3019005,PUGETSOUNDSOLAR
Single family,2017-08-24,47.67900255,-122.354888,PUGETSOUNDSOLAR
Single family,2018-05-08,47.68353305,-122.30466495,PUGETSOUNDSOLAR
Single family,2014-03-25,47.63621492,-122.31450267,ARTISAN ELECTRIC INC
Single family,2017-09-28,47.68871109,-122.34749603,PUGETSOUNDSOLAR
Single family,2014-02-20,47.68934198,-122.39797259,ARTISAN ELECTRIC INC
Single family,2013-08-07,47.69927876,-122.38789158,PUGETSOUNDSOLAR
Single family,2014-03-10,47.52406971,-122.28443666,ARTISAN ELECTRIC INC
Single family,2014-08-05,47.67862384,-122.35874607,WESTERN SOLAR
Single family,2014-09-12,47.61578199,-122.29593013,A&R SOLAR
Single family,2012-09-17,47.67408527,-122.40077451,PUGETSOUNDSOLAR
