geoid,hu_own,hu_blt1970,hu_no_mor,hu_med_val,hu_ex_1000,edu,wh_race,hh_med_income,hh_gini_index,lihtc,hh_high_sf_own,hu_mwh,sol_instl,cluster
53033010600,0.4355365669766273,0.685850716260367,0.14274943453128927,448100,0.44885649660718774,0.6591162272558485,0.8049263522713207,90208,0.4181,FALSE,0.32022955523672886,90.29563205737954,7.7909022367429,3
53033010701,0.18869257950530036,0.2413427561837456,0.02402826855123675,291000,0.17385159010600706,0.4437837837837838,0.49864864864864866,55504,0.4748,TRUE,0.16583629893238433,51.493509241928685,1.4134275618374557,1
53033010702,0.1294150110375276,0.13603752759381899,0.01683222958057395,325500,0.12086092715231789,0.35465513316640107,0.3405417709993171,48036,0.4882,TRUE,0.17337031900138697,50.32493401701814,2.207505518763797,2
53033010800,0.3192818110850898,0.43598750975800155,0.09718969555035128,307700,0.3200624512099922,0.5051391862955033,0.5102783725910064,74107,0.4053,FALSE,0.2520808561236623,67.01398426518506,8.58704137392662,1
53033010900,0.25753424657534246,0.7575342465753425,0.07671232876712329,303800,0.25753424657534246,0.633175355450237,0.8009478672985783,42159,0.3964,TRUE,0.11186440677966102,139.55281327632034,8.21917808219178,1
53033011002,0.18574859887910328,0.22417934347477983,0.09527622097678143,328000,0.1801441152922338,0.20012706480304956,0.07920372723422278,47604,0.4972,TRUE,0.1675933280381255,66.55900704228117,0,2
53033011101,0.23140781736423383,0.42407471463161533,0.06329989622967831,303300,0.22414389484607403,0.4042386185243328,0.2521585557299843,52412,0.4049,FALSE,0.16617733411626542,71.48572895439906,2.4213075060532687,1
53033011200,0.1515768056968464,0.38521532722956936,0.05595116988809766,250000,0.1271617497456765,0.29396262577862964,0.6178725443219933,35425,0.4456,TRUE,0.10168302945301542,98.32915460168503,2.0345879959308237,2
53033011300,0.23026015518028298,0.3281606572341397,0.06093108169785486,280000,0.21999087174806026,0.48643994834266036,0.5523030563925958,47363,0.4392,FALSE,0.15691028749567024,62.55600101449713,3.8795070743952533,1
53033011401,0.22742474916387959,0.34596804162021555,0.055741360089186176,281900,0.20921590486807878,0.4719128928483049,0.5723830734966593,54622,0.3704,FALSE,0.15258358662613983,62.95766780990468,2.9728725380899297,1
53033011600,0.4604130808950086,0.6772805507745266,0.14371772805507746,521200,0.48221457257601835,0.6503805175038052,0.8771689497716895,102500,0.4693,FALSE,0.3666552550496405,88.37655931842652,7.74526678141136,3
53033011700,0.4326275264677575,0.5510105871029837,0.16361886429258904,283700,0.4080846968238691,0.34237536656891493,0.17137096774193547,60917,0.4126,FALSE,0.1783783783783784,79.44021394615558,3.3686236766121267,1
53033011900,0.37130681818181815,0.5909090909090909,0.1127840909090909,280300,0.35511363636363635,0.40051157781367797,0.25067312870220787,71524,0.3322,FALSE,0.22190669371196756,94.96348626502517,2.840909090909091,1
53033012e3,0.5572139303482587,0.7630597014925373,0.16169154228855723,343100,0.5242537313432836,0.5541162924582613,0.8344847438111687,83421,0.3972,FALSE,0.31719298245614036,46.69075358048584,8.08457711442786,3
